
#
# Start of IEEE IAB registry data
#
40D8550D7	Avant Technologies
00231F	Guangda Electronic & Telecommunication Technology Development Co., Ltd.
002270	ABK North America, LLC
002313	Qool Technologies Ltd.
002310	LNC Technology Co., Ltd.
00230C	CLOVER ELECTRONICS CO.,LTD.
0022CD	Ared Technology Co., Ltd.
0022CC	SciLog, Inc.
0022CB	IONODES Inc.
0022C6	Sutus Inc
0022EF	iWDL Technologies
0022F2	SunPower Corp
0022E8	Applition Co., Ltd.
0022E9	ProVision Communications
0022E6	Intelligent Data
0022C8	Applied Instruments B.V.
0022C0	Shenzhen Forcelink Electronic Co, Ltd
002301	Witron Technology Limited
0022F7	Conceptronic
0022EB	Data Respons A/S
00231B	Danaher Motion - Kollmorgen
002334	Cisco Systems, Inc
0022E3	Amerigon
0022E2	WABTEC Transit Division
00233F	Purechoice Inc
002237	Shinhint Group
00222F	Open Grid Computing, Inc.
0022A6	Sony Computer Entertainment America
0022A7	Tyco Electronics AMP GmbH
0022A1	Huawei Symantec Technologies Co.,Ltd.
002278	Shenzhen  Tongfang Multimedia  Technology Co.,Ltd.
00227A	Telecom Design
00226F	3onedata Technology Co. Ltd.
002260	AFREEY Inc.
00229D	PYUNG-HWA IND.CO.,LTD
002296	LinoWave Corporation
00223E	IRTrans GmbH
002250	Point Six Wireless, LLC
002244	Chengdu Linkon Communications Device Co., Ltd
0021CA	ART System Co., Ltd.
0021CB	SMS TECNOLOGIA ELETRONICA LTDA
0021C8	LOHUIS Networks
0021BF	Hitachi High-Tech Control Systems Corporation
0021BC	ZALA COMPUTER
0021EF	Kapsys
0021ED	Telegesis
0021EB	ESP SYSTEMS, LLC
0021DF	Martin Christ GmbH
0021D4	Vollmer Werke GmbH
0021D6	LXI Consortium
0021CE	NTC-Metrotek
002206	Cyberdyne Inc.
002202	Excito Elektronik i Skåne AB
0021F6	Oracle Corporation
0021DB	Santachi Video Technology (Shenzhen) Co., Ltd.
002220	Mitac Technology Corp
002227	uv-electronic GmbH
0021B4	APRO MEDIA CO., LTD
0021A8	Telephonics Corporation
0021A9	Mobilink Telecom Co.,Ltd
00220E	Indigo Security Co., Ltd.
002207	Inteno Broadband Technology AB
002225	Thales Avionics Ltd
00221E	Media Devices Co., Ltd.
00213B	Berkshire Products, Inc
002137	Bay Controls, LLC
002139	Escherlogic Inc.
00215E	IBM Corp
002155	Cisco Systems, Inc
002157	National Datacast, Inc.
00214D	Guangzhou Skytone Transmission Technology Com. Ltd.
002150	EYEVIEW ELECTRONICS
002174	AvaLAN Wireless
002179	IOGEAR, Inc.
00212C	SemIndia System Private Limited
00212B	MSA Auer
00212A	Audiovox Corporation
002196	Telsey  S.p.A.
00218D	AP Router Ind. Eletronica LTDA
002190	Goliath Solutions
002185	MICRO-STAR INT'L CO.,LTD.
002182	SandLinks Systems, Ltd.
002183	ANDRITZ HYDRO GmbH
0021A6	Videotec Spa
00219F	SATEL OY
002168	iVeia, LLC
001FDD	GDI LLC
001FDA	Nortel Networks
001FB0	TimeIPS, Inc.
001FD9	RSD Communications Ltd
001FCE	QTECH LLC
001FF0	Audio Partnership
001FEA	Applied Media Technologies Corporation
001FE9	Printrex, Inc.
002110	Clearbox Systems
00210C	Cymtec Systems, Inc.
00210B	GEMINI TRAZE RFID PVT. LTD.
002104	Gigaset Communications GmbH
001FFB	Green Packet Bhd
001F85	Apriva ISS, LLC
001F87	Skydigital Inc.
001F88	FMS Force Measuring Systems AG
001F86	digEcor
001F80	Lucas Holding bv
001B58	ACE CAD Enterprise Co., Ltd.
001FA5	Blue-White Industries
001F9D	Cisco Systems, Inc
001F9F	Thomson Telecom Belgium
001FA1	Gtran Inc
001F99	SERONICS co.ltd
001F79	Lodam Electronics A/S
001F71	xG Technology, Inc.
001F6C	Cisco Systems, Inc
001F6F	Fujian Sunnada Communication Co.,Ltd.
001F60	COMPASS SYSTEMS CORP.
001F6A	PacketFlux Technologies, Inc.
001F65	KOREA ELECTRIC TERMINAL CO., LTD.
001F5E	Dyna Technology Co.,Ltd.
001F55	Honeywell Security (China) Co., Ltd.
001F54	Lorex Technology Inc.
001F4B	Lineage Power
001F40	Speakercraft Inc.
001F2E	Triangle Research Int'l Pte Ltd
001F23	Interacoustics
001F96	APROTECH CO.LTD
001F8B	Cache IQ
001FAE	Blick South Africa (Pty) Ltd
001EFA	PROTEI Ltd.
001EFB	Trio Motion Technology Ltd
001EF8	Emfinity Inc.
001EE8	Mytek
001EEE	ETL Systems Ltd
001EB4	UNIFAT TECHNOLOGY LTD.
001EA8	Datang Mobile Communications Equipment CO.,LTD
001EAB	TeleWell Oy
001E9F	Visioneering Systems, Inc.
001F17	IDX Company, Ltd.
001F1B	RoyalTek Company Ltd.
001ED5	Tekon-Automatics
001ECB	"RPC "Energoautomatika" Ltd
001EBA	High Density Devices AS
001EFC	JSC "MASSA-K"
001F06	Integrated Dispatch Solutions
001EE0	Urmet SpA
001EDA	Wesemann Elektrotechniek B.V.
001ED7	H-Stream Wireless, Inc.
001E9B	San-Eisha, Ltd.
001E96	Sepura Plc
001F0D	L3 Communications - Telemetry West
001E1B	Digital Stream Technology, Inc.
001E17	STN BV
001E18	Radio Activity srl
001E15	Beech Hill Electronics
001E05	Xseed Technologies & Computing
001E07	Winy Technology Co., Ltd.
001E0A	Syba Tech Limited
001E03	LiComm Co., Ltd.
001E71	MIrcom Group of Companies
001E6B	Cisco SPVTG
001E70	Chelton Limited
001E61	ITEC GmbH
001E3E	KMW Inc.
001E38	Bluecard Software Technology Co., Ltd.
001E59	Silicon Turnkey Express, LLC
001E51	Converter Industry Srl
001E47	PT. Hariff Daya Tunggal Engineering
001E48	Wi-Links
001E8A	eCopy, Inc
001E30	Shireen Inc
001E2E	SIRTI S.p.A.
001DA6	Media Numerics Limited
001D9D	ARTJOY INTERNATIONAL LIMITED
001D9E	AXION TECHNOLOGIES
001DF8	Webpro Vision Technology Corporation
001DF9	Cybiotronics (Far East) Limited
001DF7	R. STAHL Schaltgeräte GmbH
001DEB	DINEC International
001D9A	GODEX INTERNATIONAL CO., LTD
001D97	Alertus Technologies LLC
001D91	Digitize, Inc
001DC4	AIOI Systems Co., Ltd.
001DC0	Enphase Energy
001DBD	Versamed Inc.
001DDC	HangZhou DeChangLong Tech&Info Co.,Ltd
001DB7	Tendril Networks, Inc.
001DAE	CHANG TSENG TECHNOLOGY CO., LTD
001D7F	Tekron International Ltd
001D95	Flash, Inc.
001D8D	Fluke Process Instruments GmbH
001D1F	Siauliu Tauro Televizoriai, JSC
001D70	Cisco Systems, Inc
001D79	SIGNAMAX LLC
001D6F	Chainzone Technology Co., Ltd
001D78	Invengo Information Technology Co.,Ltd
001D13	NextGTV
001D10	LightHaus Logic, Inc.
001D14	SPERADTONE INFORMATION TECHNOLOGY LIMITED
001D43	Shenzhen G-link Digital Technology Co., Ltd.
001D3F	Mitron Pty Ltd
001D39	MOOHADIGITAL CO., LTD
001D37	Thales-Panda Transportation System
001D30	YX Wireless S.A.
001CF2	Tenlon Technology Co.,Ltd.
001CEC	Mobilesoft (Aust.) Pty Ltd
001CE8	Cummins Inc
001D04	Zipit Wireless, Inc.
001D62	InPhase Technologies
001D63	Miele & Cie. KG
001CC7	Rembrandt Technologies, LLC d/b/a REMSTREAM
001CBB	MusicianLink
001CB2	BPT SPA
001CB5	Neihua Network Technology Co.,LTD.(NHN)
001C5C	Integrated Medical Systems, Inc.
001C52	VISIONEE SRL
001C47	Hangzhou Hollysys Automation Co., Ltd
001CD0	Circleone Co.,Ltd.
001CCD	Alektrona Corporation
001C6C	30805
001C61	Galaxy  Microsystems LImited
001C63	TRUEN
001CB4	Iridium Satellite LLC
001CB6	Duzon CNT Co., Ltd.
001C9F	Razorstream, LLC
001C7D	Excelpoint Manufacturing Pte Ltd
001C77	Prodys
001C6F	Emfit Ltd
001C89	Force Communications, Inc.
001C87	Uriver Inc.
001C8D	Mesa Imaging
001C49	Zoltan Technology Inc.
001C3F	International Police Technologies, Inc.
001C3B	AmRoad Technology Inc.
001C32	Telian Corporation
001C2B	Alertme.com Limited
001B93	JC Decaux SA DNT
001B9B	Hose-McCann Communications
001B9C	SATEL sp. z o.o.
001C16	ThyssenKrupp Elevator
001C19	secunet Security Networks AG
001C09	SAE Electronic Co.,Ltd.
001C0C	TANITA Corporation
001BE1	ViaLogy
001BDF	Iskra Sistemi d.d.
001BD9	Edgewater Wireless Systems Inc
001BB4	Airvod Limited
001BB6	Bird Electronic Corp.
001BA6	intotech inc.
001BA4	S.A.E Afikim
001BEC	Netio Technologies Co., Ltd
001BE8	Ultratronik GmbH
001C28	Sphairon Technologies GmbH
001C1F	Quest Retail Technology Pty Ltd
001BC7	StarVedia Technology Inc.
001B92	l-acoustics
001B8E	Hulu Sweden AB
001B8A	2M Electronic A/S
001B6B	Swyx Solutions AG
001B69	Equaline Corporation
001B68	Modnnet Co., Ltd
001B62	JHT Optoelectronics Co.,Ltd.
001B45	ABB AS, Division Automation Products
001B3F	ProCurve Networking by HP
001B41	General Infinity Co.,Ltd.
001B76	Ripcode, Inc.
001B70	IRI Ubiteq, INC.
001B6C	LookX Digital Media BV
001B50	Nizhny Novgorod Factory named after M.Frunze, FSUE (NZiF)
001B47	Futarque A/S
001B23	SimpleComTools
001B3E	Curtis, Inc.
001B37	Computec Oy
001B30	Solitech Inc.
001B80	LORD Corporation
001B18	Tsuken Electric Ind. Co.,Ltd
001A8B	CHUNIL ELECTRIC IND., CO.
001A8D	AVECS Bergen GmbH
001A95	Hisense Mobile Communications Technoligy Co.,Ltd.
001A81	Zelax
001A87	Canhold International Limited
001B07	Mendocino Software
001B08	Danfoss Drives A/S
001B01	Applied Radio Technologies
001B02	ED Co.Ltd
001AFC	ModusLink Corporation
001ABE	COMPUTER HI-TECH INC.
001AC1	3Com Ltd
001ABB	Fontal Technology Incorporation
001ABD	Impatica Inc.
001AAE	Savant Systems LLC
001AD7	Christie Digital Systems, Inc.
001ACD	Tidel Engineering LP
001AC9	SUZUKEN CO.,LTD
001AB4	FFEI Ltd.
001AB5	Home Network System
001A79	TELECOMUNICATION TECHNOLOGIES LTD.
001AAA	Analogic Corp.
001AF6	Woven Systems, Inc.
001AF9	AeroVIronment (AV Inc)
001AE0	Mythology Tech Express Inc.
001AE2	Cisco Systems, Inc
001B10	ShenZhen Kang Hui Technology Co.,ltd
001B0B	Phidgets Inc.
001B0C	Cisco Systems, Inc
001AA4	Future University-Hakodate
001A9F	A-Link Ltd
001AE7	Aztek Networks, Inc.
001A20	CMOTECH Co. Ltd.
001A19	Computer Engineering Limited
001A18	Advanced Simulation Technology inc.
001A13	Wanlida Group Co., LTD
001A5C	Euchner GmbH+Co. KG
001A5B	NetCare Service Co., Ltd.
001A4E	NTI AG / LinMot
001A52	Meshlinx Wireless Inc.
001A58	CCV Deutschland GmbH - Celectronic eHealth Div.
001A5E	Thincom Technology Co.,Ltd
001A88	Venergy,Co,Ltd
001A74	Procare International Co
001A24	Galaxy Telecom Technologies Ltd
001A43	Logical Link Communications
001A47	Agami Systems, Inc.
001A2D	The Navvo Group
001A2F	Cisco Systems, Inc
00199E	Nifty
00198D	Ocean Optics, Inc.
001985	IT Watchdogs, Inc
001986	Cheng Hongjian
0019E5	Lynx Studio Technology, Inc.
0019DB	MICRO-STAR INTERNATIONAL CO., LTD.
0019CE	Progressive Gaming International
0019BD	New Media Life
0019A9	Cisco Systems, Inc
0019AE	Hopling Technologies b.v.
0019F2	Teradyne K.K.
0019DE	MOBITEK
0019AF	Rigol Technologies, Inc.
0019A7	ITU-T
001A03	Angel Electronics Co., Ltd.
0019F9	TDK-Lambda
001A0F	ARTECHE GROUP
00199F	DKT A/S
0018FF	PowerQuattro Co.
0018F4	EO TECHNICS Co., Ltd.
0018F6	Thomson Telecom Belgium
0018FC	Altec Electronic AG
0018F5	Shenzhen Streaming Video Technology Company Limited
0018F9	VVOND, Inc.
0018FA	Yushin Precision Equipment Co.,Ltd.
001935	DUERR DENTAL AG
001932	Gude Systems GmbH
001931	Balluff GmbH
00193D	GMC Guardian Mobility Corp.
00193B	LigoWave
001914	Winix Co., Ltd
001901	F1MEDIA
001906	Cisco Systems, Inc
001910	Knick Elektronische Messgeraete GmbH & Co. KG
001913	Chuang-Yi Network Equipment Co.Ltd.
001951	NETCONS, s.r.o.
001957	Saafnet Canada Inc.
00196B	Danpex Corporation
00196A	MikroM GmbH
001956	Cisco Systems, Inc
001958	Bluetooth SIG, Inc.
001899	ShenZhen jieshun Science&Technology Industry CO,LTD.
00189F	Lenntek Corporation
001895	Hansun Technologies Inc.
0018B7	D3 LED, LLC
0018C1	Almitec Informática e Comércio
0018C4	Raba Technologies LLC
0018C9	EOps Technology Limited
0018BC	ZAO NVP Bolid
00186D	Zhenjiang Sapphire Electronic Industry CO.
00186F	Setha Industria Eletronica LTDA
001875	AnaCise Testnology Pte Ltd
0018D8	ARCH METER Corporation
0018D9	Santosha Internatonal, Inc
0018CF	Baldor Electric Company
00188E	Ekahau, Inc.
001883	FORMOSA21 INC.
0018E3	Visualgate Systems, Inc.
0018EA	Alltec GmbH
0018E8	Hacetron Corporation
0017DE	Advantage Six Ltd
0017D7	ION Geophysical Corporation Inc.
0017E1	DACOS Technologies Co., Ltd.
001814	Mitutoyo Corporation
001817	D. E. Shaw Research, LLC
001811	Neuros Technology International, LLC.
00180E	Avega Systems
0017E0	Cisco Systems, Inc
0017D2	THINLINX PTY LTD
0017C7	MARA Systems Consulting AB
00185D	TAIGUEN TECHNOLOGY (SHEN-ZHEN) CO., LTD.
00185E	Nexterm Inc.
001828	e2v technologies (UK) ltd.
001835	Thoratec / ITC
001837	Universal ABIT Co., Ltd.
001801	Actiontec Electronics, Inc
0017F3	Harris Corporation
001822	CEC TELECOM CO.,LTD.
001820	w5networks
00184B	Las Vegas Gaming, Inc.
00184A	Catcher, Inc.
001750	GSI Group, MicroE Systems
001755	GE Security
001751	Online Corporation
0017B8	NOVATRON CO., LTD.
0017BB	Syrinx Industrial Electronics
0017BC	Touchtunes Music Corporation
0017C1	CM Precision Technology LTD.
0017A3	MIX s.r.l.
0017A6	YOSIN ELECTRONICS CO., LTD.
00179C	DEPRAG SCHULZ GMBH u. CO.
001796	Rittmeyer AG
001776	Meso Scale Diagnostics, LLC
001779	QuickTel
001767	Earforce AS
001763	Essentia S.p.A.
001781	Greystone Data System, Inc.
001785	Sparr Electronics Ltd
001775	TTE Germany GmbH
0017B2	SK Telesys
0017B1	ACIST Medical Systems, Inc.
00178D	Checkpoint Systems, Inc.
00178E	Gunnebo Cash Automation AB
00177C	Smartlink Network Systems Limited
00174C	Millipore
001745	INNOTZ CO., Ltd
001748	Neokoros Brasil Ltda
00175D	Dongseo system.
00171D	DIGIT
001718	Vansco Electronics Oy
001719	Audiocodes USA, Inc
0016FF	Wamin Optocomm Mfg Corp
001701	KDE, Inc.
00170E	Cisco Systems, Inc
001705	Methode Electronics
0016DE	FAST Inc
0016DA	Futronic Technology Co. Ltd.
00172C	TAEJIN INFOTECH
0016EE	Royaldigital Inc.
001711	Cytiva Sweden AB
001717	Leica Geosystems AG
001715	Qstik
001739	Bright Headphone Electronics Company
0016ED	Utility, Inc
001671	Symphox Information Co.
001669	MRV Communication (Networks) LTD
001668	Eishin Electronics
00167D	Sky-Line Information Co., Ltd.
001677	Bihl + Wiedemann GmbH
001672	Zenway enterprise ltd
0016D4	Compal Communications, Inc.
0016D7	Sunways AG
0016D1	ZAT a.s.
0016C5	Shenzhen Xing Feng Industry Co.,Ltd
0016AA	Kei Communication Technology Inc.
0016A8	CWT CO., LTD.
0016A6	Dovado FZ-LLC
0016A2	CentraLite Systems, Inc.
0016CC	Xcute Mobile Corp.
0016C7	Cisco Systems, Inc
00165A	Harman Specialty Group
001659	Z.M.P. RADWAG
001655	FUHO TECHNOLOGY Co., LTD
001695	AVC Technology (International) Limited
0015D8	Interlink Electronics
0015D2	Xantech Corporation
0015D4	Emitor AB
0015D6	OSLiNK Sp. z o.o.
0015D5	NICEVT
00161D	Innovative Wireless Technologies, Inc.
001611	Altecon Srl
00160C	LPL  DEVELOPMENT S.A. DE C.V
001612	Otsuka Electronics Co., Ltd.
00160B	TVWorks LLC
001640	Asmobile Communication Inc.
00163C	Rebox B.V.
0015EA	Tellumat (Pty) Ltd
0015E2	Dr.Ing. Herbert Knauer GmbH
0015E1	Picochip Ltd
0015DF	Clivet S.p.A.
0015F5	Sustainable Energy Systems
0015F1	KYLINK Communications Corp.
001646	Cisco Systems, Inc
001648	SSD Company Limited
001625	Impinj, Inc.
001623	Interval Media
001619	Lancelan Technologies S.L.
001603	COOLKSKY Co., LTD
001609	Unitech electronics co., ltd.
0015C7	Cisco Systems, Inc
001586	Xiamen Overseas Chinese Electronic Co., Ltd.
00157E	Weidmüller Interface GmbH & Co. KG
001580	U-WAY CORPORATION
00157C	Dave Networks, Inc.
00157F	ChuanG International Holding CO.,LTD.
00159D	Tripp Lite
001592	Facom UK Ltd (Melksham)
00158B	Park Air Systems Ltd
00155C	Dresser Wayne
001559	Securaplane Technologies, Inc.
001557	Olivetti
001554	Atalum Wireless S.A.
00153F	Alcatel Alenia Space Italia
00153B	EMH metering GmbH & Co. KG
001533	NADAM.CO.,LTD
001537	Ventus Networks
0015BE	Iqua Ltd.
0015B3	Caretech AB
0015AA	Rextechnik International Co.,
001576	LABiTec - Labor Biomedical Technologies GmbH
00155E	Morgan Stanley
00150F	mingjong
00150B	SAGE INFOTECH LTD.
001507	Renaissance Learning Inc
001508	Global Target Enterprise Inc
001502	BETA tech
0014FD	Thecus Technology Corp.
0014F1	Cisco Systems, Inc
0014EA	S Digm Inc. (Safe Paradigm Inc.)
0014E5	Alticast
0014FC	Extandon, Inc.
0014F8	Scientific Atlanta
0014F7	CREVIS Co., LTD
001515	Leipold+Co.GmbH
0014E0	LET'S Corporation
0014E2	datacom systems inc.
0014E4	infinias, LLC
0014DB	Elma Trenew Electronic GmbH
001526	Remote Technologies Inc
001518	Shenzhen 10MOONS Technology Development CO.,Ltd
001534	A Beltrónica-Companhia de Comunicações, Lda
0014CC	Zetec, Inc.
0014CB	LifeSync Corporation
0014C6	Quixant Ltd
00146F	Kohler Co
001466	Kleinhenz Elektronik GmbH
00146B	Anagran, Inc.
001461	CORONA CORPORATION
001462	Digiwell Technology, inc
001463	IDCS N.V.
00143D	Aevoe Inc.
00143A	RAYTALK INTERNATIONAL SRL
001498	Viking Design Technology
001496	Phonic Corp.
001493	Systimax Solutions
00148D	Cubic Defense Simulation Systems
00147F	Thomson Telecom Belgium
001475	Wiline Networks, Inc.
001474	K40 Electronics
00149F	System and Chips, Inc.
0014B3	CoreStar International Corp
0014B1	Axell Wireless Limited
001486	Echo Digital Audio Corporation
001482	Aurora Networks
001455	Coder Electronics Corporation
00144E	SRISA
001465	Novo Nordisk A/S
001436	Qwerty Elektronik AB
001433	Empower Technologies(Canada) Inc.
001434	Keri Systems, Inc
001423	J-S Co. NEUROCOM
001425	Galactic Computing Corp.
001419	SIDSA
001415	Intec Automation inc.
001410	Suzhou Keda Technology CO.,Ltd
001417	RSE Informations Technologie GmbH
001408	Eka Systems Inc.
0013DE	Adapt4, LLC
0013DD	Abbott Diagnostics
0013D7	SPIDCOM Technologies SA
0013EE	JBX Designs Inc.
0013E5	TENOSYS, INC.
0013E2	GeoVision Inc.
0013C7	IONOS Co.,Ltd.
0013BC	Artimi Ltd
0013B2	Carallon Limited
001402	kk-electronic a/s
0013FF	Dage-MTI of MC, Inc.
001396	Acbel Polytech Inc.
001393	Panta Systems, Inc.
00138B	Phantom Technologies LLC
001388	WiMedia Alliance
0013A6	Extricom Ltd
00139F	Electronics Design Services, Co., Ltd.
0013A2	MaxStream, Inc
0013A0	ALGOSYSTEM Co., Ltd.
001398	TrafficSim Co.,Ltd
00139B	ioIMAGE Ltd.
00136E	Techmetro Corp.
00136D	Tentaculus AB
00136A	Hach Lange Sarl
001363	Verascape, Inc.
00134D	Inepro BV
00134B	ToGoldenNet Technology Inc.
00134A	Engim, Inc.
001334	Arkados, Inc.
001337	Orient Power Home Network Ltd.
001332	Beijing Topsec Network Security Technology Co., Ltd.
00131F	NxtPhase T&D, Corp.
0013AD	Sendo Ltd
0013AA	ALS  & TEC Ltd.
0013A4	KeyEye Communications
0013A7	BATTELLE MEMORIAL INSTITUTE
00133A	VadaTech Inc.
00132A	Sitronics Telecom Solutions
001384	Advanced Motion Controls
00137B	Movon Corporation
001353	HYDAC Filtertechnik GMBH
0012D7	Invento Networks, Inc.
0012FF	Lely Industries N.V.
001303	GateConnect
0012F9	URYU SEISAKU, LTD.
001304	Flaircomm Technologies Co. LTD
0012B8	G2 Microsystems
0012B3	Advance Wireless Technology Corp.
0012B0	Efore Oyj   (Plc)
001309	Ocean Broadband Networks
001319	Cisco Systems, Inc
00131C	LiteTouch, Inc.
00130E	Focusrite Audio Engineering Limited
0012C4	Viseon, Inc.
0012D0	Gossen-Metrawatt-GmbH
0012E5	Time America, Inc.
0012DC	SunCorp Industrial Limited
001269	Value Electronics
001264	daum electronic gmbh
001275	Sentilla Corporation
001276	CG Power Systems Ireland Limited
001271	Measurement Computing Corp
001273	Stoke Inc
00127F	Cisco Systems, Inc
00127B	VIA Networking Technologies, Inc.
001280	Cisco Systems, Inc
001293	ABB Switzerland Ltd.
001294	SUMITOMO ELECTRIC DEVICE INNOVATIONS, INC
001296	Addlogix
001261	Adaptix, Inc
001260	Stanton Magnetics,inc.
001258	TechVoIP Sp z o.o.
001250	Tokyo Aircaft Instrument Co., Ltd.
001252	Citronix, LLC
00124B	Texas Instruments
00124A	Dedicated Devices, Inc.
0012A6	Dolby Australia
0012A4	ThingMagic, LLC
0012A9	3Com Ltd
001243	Cisco Systems, Inc
001299	Ktech Telecommunications Inc
00128C	Woodward Governor
0011D2	Perception Digital Ltd
0011D9	TiVo
0011CF	Thrane & Thrane A/S
0011D4	NetEnrich, Inc
0011D5	Hangzhou Sunyard System Engineering Co.,Ltd.
0011F8	AIRAYA Corp
0011F4	woori-net
0011F6	Asia Pacific Microsystems , Inc.
0011F0	Wideful Limited
0011F1	QinetiQ Ltd
0011ED	802 Global
0011CC	Guangzhou Jinpeng Group Co.,Ltd.
0011C7	Raymarine UK Ltd
0011C9	MTT Corporation
0011B5	Shenzhen Powercom Co.,Ltd
0011BB	Cisco Systems, Inc
0011BD	Bombardier Transportation
001203	ActivNetworks
001211	Protechna Herbst GmbH & Co. KG
001219	General Datacomm LLC
001216	ICP Internet Communication Payment AG
001215	iStor Networks, Inc.
0011DB	Land-Cellular Corporation
001240	AMOI ELECTRONICS CO.,LTD
00122E	Signal Technology - AISD
001231	Motion Control Systems, Inc.
001224	NexQL Corporation
001150	Belkin Corporation
001146	Telecard-Pribor Ltd
0011AA	Uniclass Technology, Co., LTD
0011B1	BlueExpert Technology Corp.
0011A6	Sypixx Networks
001166	Taelim Electronics Co., Ltd.
001164	ACARD Technology Corp.
001155	Sevis Systems
001152	Eidsvoll Electronics AS
00117E	Midmark Corp
001179	Singular Technology Co. Ltd.
00118A	Viewtran Technology Limited
001184	Humo Laboratory,Ltd.
00114C	caffeina applied research ltd.
001141	GoodMan Corporation
0011A2	Manufacturing Technology Inc
00119E	Solectron Brazil
001173	SMART Storage Systems
00111C	Pleora Technologies Inc.
001125	IBM Corp
00111F	Doremi Labs, Inc.
00111D	Hectrix Limited
001119	Solteras, Inc.
001114	EverFocus Electronics Corp.
00110E	Tsurusaki Sealand Transportation Co. Ltd.
000FD7	Harman Music Group
000FD4	Soundcraft
000FCF	DataWind Research
000FD2	EWA Technologies, Inc.
000FCE	Kikusui Electronics Corp.
000FA1	Gigabit Systems Inc.
000F99	APAC opto Electronics Inc.
000F8E	DONGYANG TELECOM CO.,LTD.
000F91	Aerotelecom Co.,Ltd.
000FE8	Lobos, Inc.
000FEB	Cylon Controls
000FDC	Ueda Japan  Radio Co., Ltd.
000FF4	Guntermann & Drunck GmbH
000FF8	Cisco Systems, Inc
000FF5	GN&S company
000FB2	Broadband Pacenet (India) Pvt. Ltd.
00112C	IZT GmbH
00110D	SANBlaze Technology, Inc.
001106	Siemens NV (Belgium)
000FAF	Dialog Inc.
000FA5	BWA Technology GmbH
000F29	Augmentix Corporation
000F27	TEAL Electronics, Inc.
000F73	RS Automation Co., Ltd
000F78	Datacap Systems Inc
000F70	Wintec Industries, inc.
000F74	Qamcom Technology AB
000F6D	Midas Engineering
000F43	Wasabi Systems Inc.
000F48	Polypix Inc.
000F50	StreamScale Limited
000F47	ROBOX SPA
000F4E	Cellink
000F0F	Real ID Technology Co., Ltd.
000F16	JAY HOW TECHNOLOGY CO.,
000F5F	Nicety Technologies Inc. (NTS)
000F5A	Peribit Networks
000F18	Industrial Control Systems
000F1D	Cosmo Techs Co., Ltd.
000F1B	Ego Systems Inc.
000F3C	Endeleo Limited
000F31	Allied Vision Technologies Canada Inc
000F87	Maxcess International
000F80	Trinity Security Systems,Inc.
000E8E	SparkLAN Communications, Inc.
000E91	Navico Auckland Ltd
000E84	Cisco Systems, Inc
000E87	adp Gauselmann GmbH
000EF9	REA Elektronik GmbH
000EF6	E-TEN Information Systems Co., Ltd.
000EEA	Shadong Luneng Jicheng Electronics,Co.,Ltd
000EE6	Adimos Systems LTD
000EE0	Mcharge
000EF8	SBC ASI
000EAB	Cray Inc
000EAD	Metanoia Technologies, Inc.
000EAF	CASTEL
000E75	New York Air Brake Corp.
000E92	Open Telecom
000E96	Cubic Defense Applications, Inc.
000E9F	TEMIC SDS GmbH
000EC6	ASIX ELECTRONICS CORP.
000EBF	Remsdaq Limited
000DFD	Huges Hi-Tech Inc.,
000DF9	NDS Limited
000DFB	Komax AG
000E00	Atrie
000DF4	Watertek Co.
000DFA	Micro Control Systems Ltd.
000DFC	ITFOR Inc.
000DFE	Hauppauge Computer Works, Inc.
000E68	E-TOP Network Technology Inc.
000E56	4G Systems GmbH & Co. KG
000E55	AUVITRAN
000E0F	ERMME
000E10	C-guys, Inc.
000E13	Accu-Sort Systems inc.
000E0A	SAKUMA DESIGN OFFICE
000E0E	ESA elettronica S.P.A.
000E7C	Televes S.A.
000E73	Tpack A/S
000E6E	MAT S.A. (Mircrelec Advanced Technology)
000E66	Hitachi Industry & Control Solutions, Ltd.
000E48	Lipman TransAction Solutions
000E3E	Sun Optronics Inc
000E33	Shuko Electronics Co.,Ltd
000E3A	Cirrus Logic
000E27	Crere Networks, Inc.
000E18	MyA Technology
